smiles,logS
NC(Cc1c[nH]cn1)C(=O)O,-0.53
NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,-2.86
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,-5.22
NC(Cc1ccc(O)c(O)c1)C(=O)O,-1.6
NC(Cc1ccc(O)cc1)C(=O)O,-2.57
NC(N)=O,0.96
NC(N)=S,0.32
NCC(O)c1ccccc1,-0.48
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,-0.5
NCCCCCCCCCCC(=O)O,-2.7
NCCc1ccc(O)cc1,-1.12
NCc1ccccc1,-1.53
NNC(=O)Nc1ccccc1,-2.33
NNC(=O)c1ccncc1,0.01
NNc1ccccc1,0.07
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,-3.66
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-3.05
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,-2.68
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-2.62
NS(=O)(=O)c1ccccc1,-1.56
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,-2.75
Nc1cc(Cl)cc(C(=O)O)c1Cl,-2.47
Nc1cc2c3ccccc3ccc2c2ccccc12,-6.2
Nc1cc[nH]c(=O)n1,-1.14
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,-4.92
Nc1ccc(-c2ccc(N)cc2)cc1,-2.7
Nc1ccc(C(=O)O)cc1,-0.4
Nc1ccc(Cc2ccc(N)cc2)cc1,-2.3
Nc1ccc(Cl)c(Cl)c1,-3.24
Nc1ccc(Cl)cc1,-1.66
Nc1ccc(N)cc1,-0.38
Nc1ccc(O)cc1,-0.8
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,-2.7
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,-2.32
Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,-3.7
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-3.51
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-2.43
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,-2.82
Nc1ccc(S(N)(=O)=O)cc1,-1.36
Nc1ccc([N+](=O)[O-])cc1,-2.37
Nc1ccc2cc3ccccc3cc2c1,-5.17
Nc1cccc(C(F)(F)F)c1,-1.47
Nc1cccc(Cl)c1,-1.37
Nc1cccc([N+](=O)[O-])c1,-2.19
Nc1cccc2ccccc12,-1.92
Nc1cccc2nc3ccccc3cc12,-4.22
Nc1ccccc1,-0.41
Nc1ccccc1C(=O)O,-1.52
Nc1ccccc1Cl,-1.52
Nc1ccccc1N,-0.42
Nc1ccccc1O,-0.72
Nc1ccccc1[N+](=O)[O-],-1.96
Nc1cnn(-c2ccccc2)c(=O)c1Br,-3.12
Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.87
Nc1nccs1,-0.36
Nc1ncnc2[nH]cnc12,-2.12
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,-1.95
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,-4.43
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,-2.81
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-6.02
O=C(NC(=O)c1ccccc1)c1ccccc1,-2.27
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.11
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-4.7
O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.37
O=C(Nc1ccccc1)Nc1ccccc1,-3.15
O=C(Nc1ccccc1)c1ccccc1I,-4.21
O=C(Nc1ccccc1)c1ccccc1O,-3.59
O=C(O)C(=O)O,0.38
O=C(O)C(CO)c1ccccc1,-0.93
O=C(O)C(O)(c1ccccc1)c1ccccc1,-2.21
O=C(O)C(c1ccccc1)c1ccccc1,-3.22
O=C(O)C1C2CCC(O2)C1C(=O)O,-0.27
O=C(O)C1CCCCC1,-1.45
O=C(O)C=Cc1c[nH]cn1,-1.96
O=C(O)C=Cc1ccccc1,-2.48
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.51
O=C(O)CCC(=O)O,-0.2
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,-5.06
O=C(O)CCCC(=O)O,1.0
O=C(O)CCCCC(=O)O,-0.82
O=C(O)CCCCCCCC(=O)O,-1.89
O=C(O)CCCOc1ccc(Cl)cc1Cl,-3.67
O=C(O)CCI,-0.43
O=C(O)CCc1ccccc1,-1.41
O=C(O)CCl,0.93
O=C(O)CNC(=O)c1ccccc1,-1.68
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,-2.96
O=C(O)COc1ccc(Cl)cc1,-2.29
O=C(O)COc1ccc(Cl)cc1Cl,-2.51
O=C(O)COc1ccccc1,-1.1
O=C(O)COc1ccccc1Cl,-2.16
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,-3.08
O=C(O)Cc1c[nH]c2ccccc12,-2.07
O=C(O)Cc1cccc2ccccc12,-2.65
O=C(O)Cc1ccccc1,-0.89
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,-2.61
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,-1.93
O=C(O)c1cc(I)cc(I)c1O,-3.31
O=C(O)c1cc(O)c(O)c(O)c1,-1.16
O=C(O)c1ccc(Cl)cc1,-3.31
O=C(O)c1ccc(O)cc1,-1.41
O=C(O)c1ccc([N+](=O)[O-])cc1,-2.8
O=C(O)c1cccc(Cl)c1,-2.59
O=C(O)c1cccc(I)c1,-3.27
O=C(O)c1cccc([N+](=O)[O-])c1,-1.68
O=C(O)c1ccccc1,-1.55
O=C(O)c1ccccc1-c1ccccc1C(=O)O,-2.28
O=C(O)c1ccccc1C(=O)O,-2.11
O=C(O)c1ccccc1C(F)(F)F,-1.6
O=C(O)c1ccccc1Cl,-1.89
O=C(O)c1ccccc1I,-2.73
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-4.36
O=C(O)c1ccccc1O,-1.82
O=C(O)c1cccnc1,-0.84
O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,-4.17
O=C(O)c1ccco1,-0.48
O=C(O)c1ccsc1,-1.47
O=C(Oc1ccccc1)c1ccccc1O,-3.15
O=C(c1ccccc1)C(O)c1ccccc1,-2.85
O=C(c1ccccc1)c1ccccc1,-3.12
O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,-5.03
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.4
O=C1C=C2CC3(O)COc4c(ccc(O)c4O)C3=C2C=C1O,-2.7
O=C1C=CC(=O)C=C1,-0.99
O=C1C=CC(O)(c2cc(O)ccc2O)C=C1,-1.73
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,-3.32
O=C1CCC(=O)N1,0.3
O=C1CCCCC1,-0.6
O=C1CCCN1,1.07
O=C1CCCO1,1.07
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,-3.38
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-3.8
O=C1CNC(=O)CN1,-0.83
O=C1CNC(=O)N1,-0.4
O=C1CSC(=S)N1,-1.77
O=C1NC(=O)C(=O)C(=O)N1,-1.25
O=C1NC(=O)C(=O)N1,-0.4
O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,-1.99
O=C1NC(=O)C([N+](=O)[O-])C(=O)N1,-2.28
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-3.99
O=C1NC(=O)c2ccccc21,-2.61
O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.22
O=C1NS(=O)(=O)c2ccccc21,-1.64
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.6
O=C1OC(=O)c2ccccc21,-1.39
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,-2.9
O=C1c2ccccc2C(=O)c2c1ccc(O)c2O,-2.78
O=C1c2ccccc2C(=O)c2ccccc21,-5.19
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,-4.19
O=CNc1ccccc1,-0.68
O=Cc1ccc(O)cc1,-0.96
O=Cc1ccc2c(c1)OCO2,-1.63
O=Cc1ccccc1,-1.19
O=Cc1ccccc1O,-0.86
O=Cc1ccco1,-0.1
O=NN(c1ccccc1)c1ccccc1,-3.75
O=NN1CCCCC1,-0.17
O=S(=O)(CCCl)CCCl,-1.5
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,-2.63
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],-2.22
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82
O=[N+]([O-])c1ccc(C=NO)o1,-2.19
O=[N+]([O-])c1ccc(O)cc1,-0.74
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.46
O=[N+]([O-])c1cccc(O)c1,-1.01
O=[N+]([O-])c1cccc2ccccc12,-3.54
O=[N+]([O-])c1ccccc1,-1.8
O=[N+]([O-])c1ccccc1O,-1.74
O=c1[nH]cc(F)c(=O)[nH]1,-1.07
O=c1[nH]cnc2nc[nH]c12,-2.29
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,-3.08
O=c1cc[nH]c(=O)[nH]1,-1.48
O=c1cc[nH]c(=S)[nH]1,-2.26
O=c1ccc2ccccc2[nH]1,-2.14
O=c1ccc2ccccc2o1,-1.89
O=c1cccc2n1CC1CNCC2C1,0.36
O=c1ccnc[nH]1,0.59
O=c1oc(-c2ccccc2)nc2ccccc12,-4.61
OC(CCl)CCl,-0.11
OC(Cc1ccccc1)c1ccccc1,-2.52
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-3.37
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38
OC(c1ccccc1)C(O)c1ccccc1,-1.93
OC(c1ccccc1)c1ccccc1,-2.55
OC1C(O)C(O)C(O)C(O)C1O,0.35
OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,-5.46
OC1CC(O)C(O)C(O)C1O,-0.17
OC1CCCCC1,-0.44
OC1CCN2C1=Nc1ccccc1C2O,-2.07
OC1CCOC1,1.05
OC1COC(O)C(O)C1O,0.39
OCC(O)C(O)C(O)C(O)CO,1.09
OCC(O)C(O)CO,0.7
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84
OCC(O)CO,1.12
OCC1(O)OCC(O)C(O)C1O,0.64
OCC1OC(O)C(O)C(O)C1O,0.74
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,-1.23
OCCCc1ccccc1,-1.38
OCCN(CCO)c1ccccc1,-0.73
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.15
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.16
OCCOc1ccccc1,-0.71
OCCc1ccccc1,-0.74
OCc1c(Cl)cccc1Cl,-2.1
OCc1ccccc1,-0.4
OCc1ccccc1O,-0.29
OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.85
OCc1cccnc1,0.96
ONc1ccccc1,-0.74
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28
Oc1c(Cl)cc(Cl)cc1Cl,-2.34
Oc1c2ccccc2cc2ccccc12,-4.73
Oc1cc(Cl)c(Cl)cc1Cl,-2.21
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46
Oc1ccc(-c2ccccc2)cc1,-3.48
Oc1ccc(Br)cc1,-1.09
Oc1ccc(Cl)cc1,-0.7
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.95
Oc1ccc(Cl)cc1Cl,-1.55
Oc1ccc(O)cc1,-0.17
Oc1ccc2c(c1)CCCC2,-1.99
Oc1ccc2ccccc2c1,-2.28
Oc1ccc2ncccc2c1,-2.16
Oc1cccc(Cl)c1,-0.7
Oc1cccc(O)c1,0.81
Oc1cccc2c(O)cccc12,-2.92
Oc1cccc2ccccc12,-2.22
Oc1cccc2cccnc12,-2.42
Oc1cccc2ncccc12,-2.54
Oc1ccccc1,0.0
Oc1ccccc1-c1ccccc1,-2.39
Oc1ccccc1Cl,-1.06
Oc1ccccc1O,0.62
Oc1ccccn1,1.02
Oc1cccnc1,-0.46
Oc1ccncc1,1.02
Oc1ncnc2[nH]ncc12,-2.38
S=C1NCCN1,-0.71
S=C=Nc1cccc2ccccc12,-4.6
S=c1[nH]cnc2nccnc12,-2.77
S=c1cnc2cncnc2[nH]1,-2.71
S=c1ncc2nccnc2[nH]1,-2.36
Sc1ccccc1,-2.12
Sc1nc2ccccc2s1,-3.18
[O-][S+](CCCl)CCCl,-1.16
c1cc(-c2ccncc2)ccn1,-1.54
c1cc2c3c(ccc4c3c1CCC4)CCC2,-5.96
c1cc2c3c(cccc3c1)CC2,-4.63
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.03
c1cc2ccc3cccc4ccc(c1)c2c34,-6.19
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.8
c1cc[nH]c1,-0.17
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11
c1ccc(-c2ccccc2)cc1,-4.31
c1ccc(-c2ccccn2)nc1,-1.42
c1ccc(C2CO2)cc1,-1.6
c1ccc(CCc2ccccc2)cc1,-4.62
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,-2.6
c1ccc(Cc2ccccc2)cc1,-4.17
c1ccc(N=Nc2ccccc2)cc1,-4.45
c1ccc(NNc2ccccc2)cc1,-2.92
c1ccc(Nc2ccccc2)cc1,-3.51
c1ccc(Oc2ccccc2)cc1,-3.96
c1ccc2[nH]ccc2c1,-1.52
c1ccc2[nH]ncc2c1,-2.16
c1ccc2[nH]nnc2c1,-0.78
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-8.23
c1ccc2c(c1)-c1cccc3cccc-2c13,-6.0
c1ccc2c(c1)CCC2,-3.04
c1ccc2c(c1)CCN2,-1.04
c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68
c1ccc2c(c1)Cc1cc3ccccc3cc1-2,-8.04
c1ccc2c(c1)Cc1ccccc1-2,-4.91
c1ccc2c(c1)Oc1ccccc1O2,-5.31
c1ccc2c(c1)[nH]c1ccccc12,-4.97
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.8
c1ccc2c(c1)c1ccccc1c1ccccc21,-6.74
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.19
c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21,-7.42
c1ccc2c(c1)ccc1c3ccccc3ccc21,-8.06
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,-8.66
c1ccc2c(c1)ccc1ccccc12,-5.26
c1ccc2c(c1)ccc1ncccc12,-3.36
c1ccc2c(c1)cnc1ccccc12,-2.78
c1ccc2c(c1)oc1ccccc12,-4.6
c1ccc2c(c1)sc1ccccc12,-4.38
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.0
c1ccc2cc3c(cc2c1)-c1cccc2cccc-3c12,-8.49
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6
c1ccc2cc3ccccc3cc2c1,-6.35
c1ccc2ccccc2c1,-3.6
c1ccc2cnccc2c1,-1.45
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4
c1ccc2nc3ccccc3cc2c1,-3.67
c1ccc2ncccc2c1,-1.3
c1ccc2ocnc2c1,-1.16
c1ccc2scnc2c1,-1.5
c1ccccc1,-1.64
c1ccncc1,0.76
c1ccnnc1,1.1
c1ccoc1,-0.82
c1ccsc1,-1.45
c1cnc2c(c1)ccc1ncccc12,-2.68
c1cnc2ncncc2n1,0.02
c1cncnc1,1.1
